tailnum,age,manufacturer,engine,seats,size_cat
N385HA,5,AIRBUS,Turbo-fan,377,large
N386DA,18,BOEING,Turbo-fan,189,medium
N386HA,5,AIRBUS,Turbo-fan,377,large
N386SW,23,BOEING,Turbo-fan,149,medium
N387DA,17,BOEING,Turbo-fan,189,medium
N387SW,23,BOEING,Turbo-fan,149,medium
N388AA,22,BOEING,Turbo-fan,330,large
N388DA,17,BOEING,Turbo-fan,189,medium
N388HA,5,AIRBUS,Turbo-fan,377,large
N389AA,22,BOEING,Turbo-fan,330,large
N389DA,17,BOEING,Turbo-fan,189,medium
N389HA,NA,AIRBUS,Turbo-fan,377,large
N389SW,23,BOEING,Turbo-fan,149,medium
N390AA,22,BOEING,Turbo-fan,330,large
N390DA,17,BOEING,Turbo-fan,189,medium
N390HA,4,AIRBUS,Turbo-fan,377,large
N390SW,23,BOEING,Turbo-fan,149,medium
N391AA,22,BOEING,Turbo-fan,330,large
N391CA,14,BOMBARDIER INC,Turbo-fan,80,small
N391DA,17,BOEING,Turbo-fan,189,medium
N391HA,4,AIRBUS,Turbo-fan,377,large
N391SW,23,BOEING,Turbo-fan,149,medium
N392DA,17,BOEING,Turbo-fan,189,medium
N392SW,23,BOEING,Turbo-fan,149,medium
N393DA,17,BOEING,Turbo-fan,189,medium
N393HA,4,AIRBUS,Turbo-fan,377,large
N39415,9,BOEING,Turbo-fan,191,medium
N39416,9,BOEING,Turbo-fan,191,medium
N39418,9,BOEING,Turbo-fan,191,medium
N39423,9,BOEING,Turbo-fan,191,medium
N39450,5,BOEING,Turbo-fan,191,medium
N39461,5,BOEING,Turbo-fan,191,medium
N39463,5,BOEING,Turbo-fan,191,medium
N39475,4,BOEING,Turbo-fan,191,medium
N394AA,10,AVIAT AIRCRAFT INC,Reciprocating,2,small
N394DA,17,BOEING,Turbo-fan,189,medium
N394DL,22,BOEING,Turbo-fan,269,large
N394SW,23,BOEING,Turbo-fan,149,medium
N395DN,17,BOEING,Turbo-fan,189,medium
N395HA,4,AIRBUS,Turbo-fan,377,large
N395SW,23,BOEING,Turbo-fan,149,medium
N396AA,26,BEECH,Turbo-prop,19,small
N396DA,17,BOEING,Turbo-fan,189,medium
N396HA,3,AIRBUS,Turbo-fan,377,large
N396SW,23,BOEING,Turbo-fan,149,medium
N39728,18,BOEING,Turbo-fan,149,medium
N397DA,17,BOEING,Turbo-fan,189,medium
N397SW,22,BOEING,Turbo-fan,149,medium
N398CA,14,BOMBARDIER INC,Turbo-fan,80,small
N398DA,17,BOEING,Turbo-fan,189,medium
N399AA,1,CIRRUS DESIGN CORP,Reciprocating,4,small
N399DA,17,BOEING,Turbo-fan,189,medium
N399HA,3,AIRBUS,Turbo-fan,377,large
N399WN,22,BOEING,Turbo-fan,149,medium
N400WN,16,BOEING,Turbo-fan,140,medium
N401UA,24,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N401WN,16,BOEING,Turbo-fan,140,medium
N402AS,5,BOEING,Turbo-fan,222,medium
N402UA,24,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N402WN,16,BOEING,Turbo-fan,140,medium
N403AS,5,BOEING,Turbo-fan,222,medium
N403UA,24,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N403WN,16,BOEING,Turbo-fan,140,medium
N404UA,24,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N404WN,16,BOEING,Turbo-fan,140,medium
N405UA,24,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N405WN,16,BOEING,Turbo-fan,140,medium
N406UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N406WN,16,BOEING,Turbo-fan,140,medium
N407AS,5,BOEING,Turbo-fan,222,medium
N407UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N407WN,16,BOEING,Turbo-fan,140,medium
N408AS,5,BOEING,Turbo-fan,222,medium
N408UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N408WN,16,BOEING,Turbo-fan,140,medium
N409AS,4,BOEING,Turbo-fan,222,medium
N409UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N409WN,16,BOEING,Turbo-fan,140,medium
N410UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N410WN,16,BOEING,Turbo-fan,140,medium
N41135,18,BOEING,Turbo-fan,178,medium
N41140,17,BOEING,Turbo-fan,178,medium
N411UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N411WN,16,BOEING,Turbo-fan,140,medium
N412UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N412WN,16,BOEING,Turbo-fan,140,medium
N413AS,4,BOEING,Turbo-fan,222,medium
N413UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N413WN,16,BOEING,Turbo-fan,140,medium
N414UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N414WN,16,BOEING,Turbo-fan,140,medium
N415UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N415WN,16,BOEING,Turbo-fan,140,medium
N416UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N416WN,16,BOEING,Turbo-fan,140,medium
N417UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N417WN,16,BOEING,Turbo-fan,140,medium
N418UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N418WN,16,BOEING,Turbo-fan,140,medium
N419AS,4,BOEING,Turbo-fan,222,medium
N419UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N419WN,16,BOEING,Turbo-fan,140,medium
N420UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N420WN,16,BOEING,Turbo-fan,140,medium
N421LV,16,BOEING,Turbo-fan,140,medium
N421UA,23,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N422UA,22,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N422WN,15,BOEING,Turbo-fan,140,medium
N423AS,4,BOEING,Turbo-fan,222,medium
N423UA,22,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N423WN,15,BOEING,Turbo-fan,140,medium
N424AA,31,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N424UA,22,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N424WN,15,BOEING,Turbo-fan,140,medium
N425AA,49,PIPER,Reciprocating,4,small
N425LV,15,BOEING,Turbo-fan,140,medium
N425UA,22,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N426SW,16,BOMBARDIER INC,Turbo-fan,55,small
N426UA,22,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N426WN,15,BOEING,Turbo-fan,140,medium
N427UA,22,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N427WN,15,BOEING,Turbo-fan,140,medium
N428AS,1,BOEING,Turbo-fan,222,medium
N428UA,22,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N428WN,15,BOEING,Turbo-fan,140,medium
N429UA,22,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N429WN,15,BOEING,Turbo-fan,140,medium
N430UA,21,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N430WN,15,BOEING,Turbo-fan,140,medium
N431AS,4,BOEING,Turbo-fan,222,medium
N431UA,21,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N431WN,15,BOEING,Turbo-fan,140,medium
N432UA,21,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N432WN,14,BOEING,Turbo-fan,140,medium
N433AS,4,BOEING,Turbo-fan,222,medium
N433LV,14,BOEING,Turbo-fan,140,medium
N433UA,21,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N434AS,1,BOEING,Turbo-fan,222,medium
N434UA,21,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N434WN,14,BOEING,Turbo-fan,140,medium
N435AS,4,BOEING,Turbo-fan,222,medium
N435UA,21,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N435WN,14,BOEING,Turbo-fan,140,medium
N436UA,21,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N436WN,14,BOEING,Turbo-fan,140,medium
N437SW,16,BOMBARDIER INC,Turbo-fan,55,small
N437UA,20,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N437WN,14,BOEING,Turbo-fan,140,medium
N438UA,20,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N438WN,14,BOEING,Turbo-fan,140,medium
N439SW,16,BOMBARDIER INC,Turbo-fan,55,small
N439UA,20,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N439WN,14,BOEING,Turbo-fan,140,medium
N440AS,4,BOEING,Turbo-fan,222,medium
N440LV,14,BOEING,Turbo-fan,140,medium
N440UA,20,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N441UA,20,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N441WN,14,BOEING,Turbo-fan,140,medium
N442AS,4,BOEING,Turbo-fan,222,medium
N442UA,19,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N442WN,14,BOEING,Turbo-fan,140,medium
N443UA,19,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N443WN,14,BOEING,Turbo-fan,140,medium
N444UA,19,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N444WN,14,BOEING,Turbo-fan,140,medium
N445UA,19,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N445WN,14,BOEING,Turbo-fan,140,medium
N446UA,19,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N446WN,14,BOEING,Turbo-fan,140,medium
N447UA,19,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N447WN,14,BOEING,Turbo-fan,140,medium
N448AS,1,BOEING,Turbo-fan,222,medium
N448UA,19,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N448WN,14,BOEING,Turbo-fan,140,medium
N449UA,19,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N449WN,14,BOEING,Turbo-fan,140,medium
N450WN,13,BOEING,Turbo-fan,140,medium
N451UA,19,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N451WN,13,BOEING,Turbo-fan,140,medium
N452UA,18,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N452WN,13,BOEING,Turbo-fan,140,medium
N453AS,3,BOEING,Turbo-fan,222,medium
N453UA,18,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N453WN,13,BOEING,Turbo-fan,140,medium
N45440,8,BOEING,Turbo-fan,191,medium
N454UA,18,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N454WN,13,BOEING,Turbo-fan,140,medium
N455UA,18,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N455WN,13,BOEING,Turbo-fan,140,medium
N456UA,18,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N456WN,13,BOEING,Turbo-fan,140,medium
N457AS,3,BOEING,Turbo-fan,222,medium
N457UA,18,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N457WN,13,BOEING,Turbo-fan,140,medium
N458UA,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N458WN,13,BOEING,Turbo-fan,140,medium
N45956,2,BOEING,Turbo-fan,422,large
N459AS,3,BOEING,Turbo-fan,222,medium
N459UA,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N459WN,13,BOEING,Turbo-fan,140,medium
N460UA,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N460WN,13,BOEING,Turbo-fan,140,medium
N461AS,3,BOEING,Turbo-fan,222,medium
N461UA,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N461WN,13,BOEING,Turbo-fan,140,medium
N462AS,3,BOEING,Turbo-fan,222,medium
N462UA,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N462WN,13,BOEING,Turbo-fan,140,medium
N463SW,14,BOMBARDIER INC,Turbo-fan,55,small
N463UA,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N463WN,13,BOEING,Turbo-fan,140,medium
N464AS,3,BOEING,Turbo-fan,222,medium
N464UA,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N464WN,13,BOEING,Turbo-fan,140,medium
N465UA,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N465WN,13,BOEING,Turbo-fan,140,medium
N466SW,14,BOMBARDIER INC,Turbo-fan,55,small
N466UA,NA,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N466WN,13,BOEING,Turbo-fan,140,medium
N467AS,3,BOEING,Turbo-fan,222,medium
N467UA,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N467WN,13,BOEING,Turbo-fan,140,medium
N468AS,3,BOEING,Turbo-fan,222,medium
N468UA,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N468WN,13,BOEING,Turbo-fan,140,medium
N469AS,3,BOEING,Turbo-fan,222,medium
N469UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N469WN,13,BOEING,Turbo-fan,140,medium
N470UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N470WN,13,BOEING,Turbo-fan,140,medium
N471AS,3,BOEING,Turbo-fan,222,medium
N471UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N472AS,2,BOEING,Turbo-fan,222,medium
N472UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N472WN,13,BOEING,Turbo-fan,140,medium
N473UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N473WN,13,BOEING,Turbo-fan,140,medium
N47414,9,BOEING,Turbo-fan,191,medium
N474AS,2,BOEING,Turbo-fan,222,medium
N474UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N474WN,13,BOEING,Turbo-fan,140,medium
N475UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N475WN,13,BOEING,Turbo-fan,140,medium
N476UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N476WN,13,BOEING,Turbo-fan,140,medium
N477AS,2,BOEING,Turbo-fan,222,medium
N477UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N477WN,13,BOEING,Turbo-fan,140,medium
N478AS,2,BOEING,Turbo-fan,222,medium
N478UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N478WN,13,BOEING,Turbo-fan,140,medium
N479AS,2,BOEING,Turbo-fan,222,medium
N479UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N479WN,13,BOEING,Turbo-fan,140,medium
N480UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N480WN,13,BOEING,Turbo-fan,140,medium
N48127,19,BOEING,Turbo-fan,178,medium
N481AS,2,BOEING,Turbo-fan,222,medium
N481UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N481WN,13,BOEING,Turbo-fan,140,medium
N482UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N482WN,13,BOEING,Turbo-fan,140,medium
N483AS,2,BOEING,Turbo-fan,222,medium
N483UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N483WN,13,BOEING,Turbo-fan,140,medium
N484UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N484WN,13,BOEING,Turbo-fan,140,medium
N485UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N485WN,13,BOEING,Turbo-fan,140,medium
N486AS,2,BOEING,Turbo-fan,222,medium
N486UA,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N486WN,13,BOEING,Turbo-fan,140,medium
N487AS,2,BOEING,Turbo-fan,222,medium
N487UA,15,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N487WN,13,BOEING,Turbo-fan,140,medium
N488UA,15,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N488WN,13,BOEING,Turbo-fan,140,medium
N48901,16,EMBRAER,Turbo-fan,55,small
N489UA,15,AIRBUS,Turbo-fan,200,medium
N489WN,13,BOEING,Turbo-fan,140,medium
N490UA,15,AIRBUS,Turbo-fan,200,medium
N490WN,13,BOEING,Turbo-fan,140,medium
N491AS,2,BOEING,Turbo-fan,222,medium
N491UA,15,AIRBUS,Turbo-fan,200,medium
N491WN,13,BOEING,Turbo-fan,140,medium
N492AS,2,BOEING,Turbo-fan,222,medium
N492UA,15,AIRBUS,Turbo-fan,200,medium
N492WN,13,BOEING,Turbo-fan,140,medium
N493AS,1,BOEING,Turbo-fan,222,medium
N493UA,15,AIRBUS,Turbo-fan,200,medium
N493WN,13,BOEING,Turbo-fan,140,medium
N494AS,1,BOEING,Turbo-fan,222,medium
N494UA,15,AIRBUS,Turbo-fan,200,medium
N494WN,13,BOEING,Turbo-fan,140,medium
N495AS,1,BOEING,Turbo-fan,222,medium
N495UA,15,AIRBUS,Turbo-fan,200,medium
N495WN,13,BOEING,Turbo-fan,140,medium
N496UA,15,AIRBUS,Turbo-fan,200,medium
N496WN,13,BOEING,Turbo-fan,140,medium
N497UA,15,AIRBUS,Turbo-fan,200,medium
N497WN,13,BOEING,Turbo-fan,140,medium
N498UA,15,AIRBUS,Turbo-fan,200,medium
N498WN,12,BOEING,Turbo-fan,140,medium
N499WN,12,BOEING,Turbo-fan,140,medium
N500WR,3,BOEING,Turbo-fan,140,medium
N502NK,12,AIRBUS,Turbo-fan,179,medium
N502UA,28,BOEING,Turbo-fan,178,medium
N503JB,18,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N503NK,NA,AIRBUS,Turbo-fan,179,medium
N504JB,18,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N504NK,12,AIRBUS,Turbo-fan,179,medium
N505JB,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N505NK,12,AIRBUS,Turbo-fan,179,medium
N505UA,28,BOEING,Turbo-fan,178,medium
N506AS,9,BOEING,Turbo-fan,149,medium
N506JB,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N506NK,12,AIRBUS,Turbo-fan,179,medium
N507AA,20,WOBIG WAYNE R,Reciprocating,2,small
N507NK,12,AIRBUS,Turbo-fan,179,medium
N508AA,42,BELL,Turbo-shaft,5,small
N508AS,9,BOEING,Turbo-fan,149,medium
N508JB,10,CIRRUS DESIGN CORP,Reciprocating,4,small
N508NK,12,AIRBUS,Turbo-fan,179,medium
N509JB,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N509NK,12,AIRBUS,Turbo-fan,179,medium
N510AA,35,CESSNA,Reciprocating,6,small
N510JB,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N510NK,12,AIRBUS,Turbo-fan,179,medium
N510UA,27,BOEING,Turbo-fan,178,medium
N512AS,9,BOEING,Turbo-fan,149,medium
N512NK,11,AIRBUS,Turbo-fan,179,medium
N512UA,27,BOEING,Turbo-fan,178,medium
N513AS,9,BOEING,Turbo-fan,149,medium
N514AS,9,BOEING,Turbo-fan,149,medium
N514NK,11,AIRBUS,Turbo-fan,179,medium
N515NK,11,AIRBUS,Turbo-fan,179,medium
N516AS,9,BOEING,Turbo-fan,149,medium
N516JB,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N516NK,11,AIRBUS,Turbo-fan,179,medium
N517AS,9,BOEING,Turbo-fan,149,medium
N517JB,17,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N517NK,11,AIRBUS,Turbo-fan,179,medium
N518AS,8,BOEING,Turbo-fan,149,medium
N518UA,27,BOEING,Turbo-fan,178,medium
N519AS,8,BOEING,Turbo-fan,149,medium
N519JB,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N519NK,11,AIRBUS,Turbo-fan,179,medium
N520AS,8,BOEING,Turbo-fan,149,medium
N520JB,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N521JB,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N521NK,11,AIRBUS,Turbo-fan,179,medium
N521VA,11,AIRBUS,Turbo-fan,100,small
N522NK,11,AIRBUS,Turbo-fan,179,medium
N522VA,11,AIRBUS,Turbo-fan,100,small
N523AS,8,BOEING,Turbo-fan,149,medium
N523JB,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N523NK,11,AIRBUS,Turbo-fan,179,medium
N523VA,10,AIRBUS,Turbo-fan,100,small
N524AS,8,BOEING,Turbo-fan,149,medium
N524JB,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N524NK,11,AIRBUS,Turbo-fan,179,medium
N524VA,10,AIRBUS,Turbo-fan,100,small
N525AS,8,BOEING,Turbo-fan,149,medium
N525NK,11,AIRBUS,Turbo-fan,179,medium
N525VA,10,AIRBUS,Turbo-fan,100,small
N526AS,8,BOEING,Turbo-fan,149,medium
N526NK,11,AIRBUS,Turbo-fan,179,medium
N526VA,9,AIRBUS,Turbo-fan,100,small
N527AS,NA,BOEING,Turbo-fan,149,medium
N527NK,10,AIRBUS,Turbo-fan,179,medium
N527VA,9,AIRBUS,Turbo-fan,100,small
N528AA,NA,LAMBERT RICHARD,Reciprocating,2,small
N528AS,8,BOEING,Turbo-fan,149,medium
N528NK,10,AIRBUS,Turbo-fan,179,medium
N528VA,9,AIRBUS,Turbo-fan,100,small
N529AS,7,BOEING,Turbo-fan,149,medium
N529JB,16,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N529NK,10,AIRBUS,Turbo-fan,179,medium
N529VA,9,AIRBUS,Turbo-fan,100,small
N530AS,7,BOEING,Turbo-fan,149,medium
N530NK,10,AIRBUS,Turbo-fan,179,medium
N530VA,9,AIRBUS,Turbo-fan,100,small
N531AS,7,BOEING,Turbo-fan,149,medium
N531NK,10,AIRBUS,Turbo-fan,179,medium
N532AS,7,BOEING,Turbo-fan,149,medium
N532NK,10,AIRBUS,Turbo-fan,179,medium
N533AS,6,BOEING,Turbo-fan,149,medium
N533NK,9,AIRBUS,Turbo-fan,179,medium
N53441,NA,BOEING,Turbo-fan,191,medium
N53442,8,BOEING,Turbo-fan,191,medium
N534AS,6,BOEING,Turbo-fan,149,medium
N534JB,15,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N534NK,9,AIRBUS,Turbo-fan,179,medium
N535AS,6,BOEING,Turbo-fan,149,medium
N535JB,15,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N535NK,7,AIRBUS INDUSTRIE,Turbo-jet,179,medium
N535US,22,BOEING,Turbo-fan,178,medium
N536AA,32,AMERICAN AIRCRAFT INC,Reciprocating,2,small
N536AS,5,BOEING,Turbo-fan,149,medium
N536JB,15,AIRBUS,Turbo-fan,200,medium
N536NK,7,AIRBUS INDUSTRIE,Turbo-jet,179,medium
N536US,22,BOEING,Turbo-fan,178,medium
N537AS,5,BOEING,Turbo-fan,149,medium
N537JB,5,ROBINSON HELICOPTER CO,Turbo-shaft,5,small
N537US,21,BOEING,Turbo-fan,178,medium
N538AS,5,BOEING,Turbo-fan,149,medium
N538CA,9,BOMBARDIER INC,Turbo-fan,95,small
N538US,21,BOEING,Turbo-fan,178,medium
N539US,21,BOEING,Turbo-fan,178,medium
N540US,21,BOEING,Turbo-fan,178,medium
N541US,21,BOEING,Turbo-fan,178,medium
N54241,18,BOEING,Turbo-fan,149,medium
N542US,21,BOEING,Turbo-fan,178,medium
N543US,21,BOEING,Turbo-fan,178,medium
N544AA,10,FRIEDEMANN JON,Reciprocating,2,small
N544US,21,BOEING,Turbo-fan,178,medium
N545AA,41,PIPER,Reciprocating,7,small
N545US,21,BOEING,Turbo-fan,178,medium
N546AS,12,BOEING,Turbo-fan,149,medium
N546UA,26,BOEING,Turbo-fan,178,medium
N546US,21,BOEING,Turbo-fan,178,medium
N54711,19,BOEING,Turbo-fan,149,medium
N547JB,15,AIRBUS,Turbo-fan,200,medium
N547US,21,BOEING,Turbo-fan,178,medium
N548AS,12,BOEING,Turbo-fan,149,medium
N548CA,9,BOMBARDIER INC,Turbo-fan,95,small
N548US,21,BOEING,Turbo-fan,178,medium
N549AS,12,BOEING,Turbo-fan,149,medium
N549CA,9,BOMBARDIER INC,Turbo-fan,95,small
N549US,21,BOEING,Turbo-fan,178,medium
N550AA,14,GULFSTREAM AEROSPACE,Turbo-fan,20,small
N550NW,16,BOEING,Turbo-fan,178,medium
N550WN,16,BOEING,Turbo-fan,149,medium
N551AA,32,LEBLANC GLENN T,Reciprocating,2,small
N551AS,11,BOEING,Turbo-fan,149,medium
N551NW,16,BOEING,Turbo-fan,178,medium
N551WN,16,BOEING,Turbo-fan,149,medium
N552AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N552AS,11,BOEING,Turbo-fan,149,medium
N552JB,15,AIRBUS,Turbo-fan,200,medium
N552NW,16,BOEING,Turbo-fan,178,medium
N552WN,15,BOEING,Turbo-fan,149,medium
N553AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N553AS,11,BOEING,Turbo-fan,149,medium
N553NW,16,BOEING,Turbo-fan,178,medium
N553WN,15,BOEING,Turbo-fan,149,medium
N554AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N554CA,9,BOMBARDIER INC,Turbo-fan,95,small
N554JB,15,AIRBUS,Turbo-fan,200,medium
N554NW,16,BOEING,Turbo-fan,178,medium
N554WN,15,BOEING,Turbo-fan,149,medium
N555LV,6,BOEING,Turbo-fan,149,medium
N555NW,15,BOEING,Turbo-fan,178,medium
N556AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N556AS,11,BOEING,Turbo-fan,149,medium
N556JB,15,AIRBUS,Turbo-fan,200,medium
N556NW,15,BOEING,Turbo-fan,178,medium
N556WN,6,BOEING,Turbo-fan,149,medium
N557AA,24,MARZ BARRY,Reciprocating,2,small
N557AS,11,BOEING,Turbo-fan,149,medium
N557NW,15,BOEING,Turbo-fan,178,medium
N557WN,17,BOEING,Turbo-fan,151,medium
N558AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N558AS,11,BOEING,Turbo-fan,149,medium
N558JB,14,AIRBUS,Turbo-fan,200,medium
N558WN,15,BOEING,Turbo-fan,149,medium
N559AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N559AS,11,BOEING,Turbo-fan,149,medium
N559JB,14,AIRBUS,Turbo-fan,200,medium
N559WN,15,BOEING,Turbo-fan,149,medium
N560AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N560AS,11,BOEING,Turbo-fan,149,medium
N560WN,17,BOEING,Turbo-fan,151,medium
N561AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N561JB,14,AIRBUS,Turbo-fan,200,medium
N561WN,14,BOEING,Turbo-fan,149,medium
N562AA,NA,YUNEEC INTERNATIONAL CO LTD,Electric,NA,NA
N562AS,11,BOEING,Turbo-fan,149,medium
N562JB,14,AIRBUS,Turbo-fan,200,medium
N562WN,17,BOEING,Turbo-fan,151,medium
N563AS,11,BOEING,Turbo-fan,149,medium
N563JB,14,AIRBUS,Turbo-fan,200,medium
N563WN,15,BOEING,Turbo-fan,149,medium
N564AS,11,BOEING,Turbo-fan,149,medium
N564JB,14,AIRBUS,Turbo-fan,200,medium
N564WN,15,BOEING,Turbo-fan,149,medium
N565AS,11,BOEING,Turbo-fan,149,medium
N565JB,14,AIRBUS,Turbo-fan,200,medium
N565WN,15,BOEING,Turbo-fan,149,medium
N566AS,10,BOEING,Turbo-fan,149,medium
N566JB,14,AIRBUS,Turbo-fan,200,medium
N566WN,15,BOEING,Turbo-fan,149,medium
N567WN,15,BOEING,Turbo-fan,149,medium
N56859,13,BOEING,Turbo-fan,275,large
N568AA,30,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N568AS,10,BOEING,Turbo-fan,149,medium
N568JB,14,AIRBUS,Turbo-fan,200,medium
N568UA,25,BOEING,Turbo-fan,178,medium
N568WN,16,BOEING,Turbo-fan,149,medium
N569AS,10,BOEING,Turbo-fan,149,medium
N569JB,14,AIRBUS,Turbo-fan,200,medium
N569WN,15,BOEING,Turbo-fan,149,medium
N57016,17,BOEING,Turbo-fan,400,large
